(2d, 7h, Td, Tc, Ts)
(3c, 4h, 7c, 7s, 9s)
(6s, 6d, 9d, Th, Jd)
(2s, 2d, 7d, Kd, Ah)
(4h, 4d, 6h, 8d, Qh)
(3d, 5s, 7d, 7h, Ad)
(3d, 3h, 6c, Th, Qs)
(2h, 6h, 7c, Qc, Ks)
(2s, 2h, 3h, 4c, Qc)
(3d, 5c, 5d, 8d, Qc)
(3s, 4s, Jc, Kc, Ac)
(3h, 5c, 5d, 8h, Kc)
(3c, 4c, 9s, 9d, Js)
(6s, 6h, 7h, Td, Kd)
(3s, 7s, Jh, Jd, Kd)
(5s, 6d, 9h, As, Ac)
(5s, 6s, 6h, 7c, As)
(2s, 9s, Tc, Th, As)
(2s, 3s, 3h, 9d, Kh)
(3d, Ts, Qd, As, Ac)
(3s, 6h, 6c, 8c, Ts)
(2d, 5s, 9h, 9s, Kd)
(5h, 5c, 6c, 7c, Qc)
(2c, 3h, 6c, Ac, Ad)
(3d, 7s, Ks, Kc, Ad)
(3s, 5c, 8h, 9d, Qc)
(3c, 3d, Jh, Ks, Kd)
(6d, Th, Tc, Js, Ah)
(2h, 8d, 8c, Tc, Qd)
(4d, 5h, 7s, 8s, 8h)
(2d, 3c, 7c, 9c, Tc)
(3s, 5c, 7s, 9h, 9c)
(2c, 3c, Kh, As, Ad)
(2h, 4c, 8h, Ts, Jh)
(4c, 5d, Ts, Th, Js)
(2s, 6c, 9h, Th, Kc)
(3h, 6h, 8d, 9d, Ah)
(2c, 2s, 2d, 4d, Ah)
(3c, 6h, 6c, 7d, 8d)
(3c, Js, Kh, Ac, Ah)
(Ts, Td, Th, Jc, Kd)
(5d, 7s, 9c, Ad, Ah)
(3s, 6s, 7s, 9s, Qd)
(4h, Jc, Jd, Jh, Kc)
(3s, 7s, 7h, 8c, Ad)
(3c, 4c, 6s, 9c, Kd)
(2h, 3h, 8h, Td, Js)
(4s, 7c, Th, Qd, Ks)
(3c, 4h, 5s, Kc, Kd)
(3c, 3h, 6s, 7s, Ks)
(4c, 4d, 6s, 6d, 7d)
(3c, 5s, Qd, Qs, Ah)
(2s, 3c, 7s, 8c, 9s)
(4c, 5s, 8h, 9h, Js)
(2h, 3d, 4s, 6s, 9c)
(5d, 5c, 8d, Th, Jh)
(Ts, Qc, Kh, Ks, As)
(4d, 4h, 9h, Th, Ks)
(3h, 4d, 5h, 7s, Qc)
(2h, 6d, 9d, Qh, Ac)
(3h, 3c, 4s, 6s, 9c)
(2s, 2d, 4s, Ts, Qd)
(3d, 9s, Tc, Qs, As)
(5c, 5d, 9d, Qd, Ad)
(3d, 5h, 6c, 9d, Kd)
(3d, 5s, 7c, Kc, Kd)
(4d, Tc, Th, Kd, Ah)
(3s, 5c, 7c, Kd, As)
(2s, 4h, 5h, 9d, As)
(3s, 5h, 5s, 6c, Kc)
(2c, 7c, 8d, 8s, As)
(2h, 4d, 7s, Qh, Kd)
(2d, 6d, 9h, Jd, Ah)
(2h, 5s, 9h, Tc, Jh)
(3s, 5d, 6h, 8c, 8h)
(2d, 3c, 3h, 7d, Ad)
(3h, 3c, 4d, 7c, Js)
(3c, 7s, 9h, Jc, Qc)
(6c, 6d, 7h, Ts, Tc)
(3s, 4c, 5h, Jh, As)
(3c, 5d, 5s, 9h, Kc)
(3s, 4d, 5h, Ks, Kd)
(2c, 6h, 9s, Tc, Qd)
(4h, 5h, 6d, Tc, Ad)
(3h, 5c, 7d, Ts, As)
(2d, 7d, 7c, Th, Ac)
(2d, 4s, Js, Jc, Kh)
(4d, 5s, 6c, Qh, Qc)
(2h, 3h, 5s, 9d, Td)
(3h, 4d, 4h, 8c, Jc)
(3h, 4d, 4s, 6d, Js)
(2s, 5c, 6h, Td, As)
(5c, 8s, 9c, Th, As)
(2h, 6h, 6c, 7d, As)
(4s, 6s, 8h, Js, Qd)
(Jh, Qd, Qs, Ad, Ac)
(6c, 8d, 8s, Jh, As)
(5h, 7c, 9s, Kd, As)
(7h, 8h, Th, Qs, Ah)
(5d, 5s, Jc, Qc, Qs)
(5h, 6c, 8s, 9h, Kh)
(6s, 8s, 9d, Jh, Ah)
(2h, 5h, 7c, Jd, Ks)
(3h, 4s, 7h, Qd, Qs)
(4s, 5d, 6h, Tc, Jc)
(2d, 3d, Qs, Qd, Ac)
(2h, 3s, 5s, 6d, 9d)
(4c, 5c, 7d, Ts, Jd)
(3c, 4s, 9h, Qd, Ks)
(6h, 8h, Qh, Ks, Ah)
(7h, 9h, Ts, Td, Ah)
(4h, 6s, Tc, Jh, Js)
(4d, 4c, 6s, 8h, 9c)
(5d, 7h, Qs, Ks, As)
(3s, 4s, 5h, 8c, Qs)
(5h, 7s, 8h, 9d, Ks)
(2h, 6d, 8s, 9c, Kh)
(2d, 5h, 8c, Jh, Ks)
(3d, 3c, 4c, 6h, 8s)
(7d, 8d, 9h, Td, Ac)
(4c, 4s, Td, Jh, Ah)
(3h, 8s, Js, Qc, Qs)
(2d, 2s, 5s, Jc, Ad)
(2s, 5s, 7s, Tc, Ts)
(4h, 4c, 6d, 9d, Th)
(4h, 5s, Th, Ts, Qh)
(3c, 7s, 8d, 8h, Ts)
(2h, 5d, 5h, 9h, Qc)
(3h, 4h, 7d, 8s, 9h)
(6c, 7s, 7c, 8s, Ah)
(6c, 8c, Jh, Qh, As)
(2h, 9c, Jd, Qd, Ac)
(3s, 5h, 9d, 9c, 9h)
(2d, 2c, 3h, 4d, 5c)
(2d, 2h, 6d, 6h, 9d)
(2d, 3c, 8h, Ts, Ac)
(7d, 9c, Td, Qs, Ah)
(3d, Td, Ts, Qs, Ks)
(4c, 6s, 7d, 9s, Ac)
(2h, 3c, 5s, 5h, Ac)
(4c, 4h, 8h, 9d, Ts)
(6d, Qd, Qh, Ac, Ad)
(2c, 5h, 8c, 9d, Tc)
(2d, 2h, 2c, Jh, Ah)
(5d, 6c, 9d, Ac, Ah)
(2c, 9h, Ts, Qc, Qh)
(3h, 3s, 5h, 7d, 9s)
(5h, 6s, 6c, 8s, Ts)
(8d, 9s, 9h, Jh, Js)
(5d, 8c, 8h, 9c, Ts)
(2c, 3s, 5s, Ts, Ac)
(2c, 3d, 9d, Tc, Qd)
(5d, 6d, 6s, 8c, Ts)
(2d, 2h, 4c, Jd, Js)
(2h, 4c, 6d, Th, Qd)
(2s, 5s, 7h, 9d, Jd)
(4h, 6c, 7h, Qd, Ah)
(2d, 3c, 3d, 7h, Js)
(7d, 7s, 8s, Jc, Qc)
(4h, 4s, 8s, Tc, Ad)
(4h, 5s, 6s, 8c, Jd)
(4s, 6c, 8h, Qs, Ks)
(3s, Js, Qh, Qc, Kh)
(2h, 4d, Td, Qh, Ad)
(2s, 8h, Tc, Td, Qc)
(5c, 8h, Kh, Kc, Ac)
(6h, 6d, 8s, Qh, Ac)
(2s, 5s, 8c, Qs, Ad)
(3d, 4s, 6d, 9h, Jh)
(2c, 3s, 3h, Qd, Kd)
(3d, 6h, 7h, 9s, Ks)
(3c, 7s, 8d, Qc, Ac)
(2c, 3h, 5c, 9s, Ad)
(8h, Tc, Qd, Qh, Ac)
(2c, 7h, 8c, 9c, Ah)
(2h, 3d, 6d, 7s, Qd)
(3h, 6d, 8h, Qc, Ac)
(2c, 4c, 9s, Ts, Qs)
(2c, 5s, 8h, 9c, Kd)
(4c, 5h, 8c, Ts, Js)
(2h, 2d, 6d, 7h, 9d)
(3d, 5d, 7h, 7c, 8c)
(2d, 4d, 4s, 8s, Ks)
(3c, 4c, 7s, 8s, Ah)
(3c, 3h, 7d, Ks, Ad)
(3c, 6c, 8c, Kd, Ad)
(2h, 3d, 7s, 9s, Jc)
(3c, 5h, 9c, As, Ah)
(8c, 9d, Kh, Ac, Ad)
(2d, 3s, 4h, 5c, Ad)
(3d, 8h, 9h, Jc, Kc)
(4d, 6d, 9c, Kh, Ac)
(8c, Th, Td, Js, Kd)
(2c, 5d, 6s, 8h, Ad)
(5h, 6s, 6c, 9h, Qd)
(2c, 4c, 6c, 7s, As)
(4h, 8d, 8h, Jc, As)
(2d, 3h, 5d, 8h, Qc)
(2h, 3h, 7c, 9c, Qh)
(4h, 5h, 5s, 6c, Ah)
(5d, 6d, 8s, Jd, Kc)
(6h, 7h, 8d, 9s, 9d)
(2d, 4c, 5h, 7c, Kh)
(4h, 8s, Jh, Ks, Kd)
(3c, 5c, 7s, Jh, Qh)
(5c, 7h, 8h, Jh, Ah)
(5h, 6d, 8h, 9s, Qs)
(3c, 4s, 8d, 9s, As)
(3h, 8h, Jd, Qs, Kh)
(4h, 5c, 5d, 8d, 9h)
(4d, 4s, 5h, Js, Ks)
(4c, 7c, 9d, Js, Qc)
(3d, 6c, Js, Jc, Qh)
(4c, 6h, 6d, 8d, Ad)
(2h, 3s, 7d, 7s, Tc)
(4c, 5c, 6h, 8h, Ad)
(2d, 3d, 5s, 6s, 9s)
(5d, 7s, Qc, Kc, Ad)
(2s, 4s, 7c, Kc, As)
(2d, 4d, 4c, 4s, Jh)
(2s, 5s, 7h, Qs, Ac)
(2h, 3h, 6s, 6h, Jc)
(6c, Td, Qd, Qc, Ad)
(4s, 7c, 8d, Jc, Kd)
(2c, 2d, 5s, 7d, 8d)
(2c, 5c, 6h, 9h, Qd)
(7h, 8h, 9c, Js, Jc)
(2s, 4c, 5d, 8h, 9d)
(2c, 2s, 6c, 7h, Kc)
(2h, 3c, Ts, Jh, As)
(7s, 7h, 7c, Jd, Jh)
(3h, 5s, Tc, Jc, Ad)
(2s, 8d, 9d, Js, Kc)
(4s, 6d, Td, Jc, Kc)
(5h, 6d, 7d, 8d, Ks)
(8s, 8h, Th, Ts, Td)
(3h, 4s, 5d, 7s, 9h)
(2c, 8h, 9h, Td, Jc)
(2c, 4h, 9h, Tc, Ks)
(3c, 5s, 6c, 8h, Qh)
(2h, 7d, 7s, 8c, 9h)
(2h, 7d, Jh, Qc, Kd)
(2h, 5s, 6c, Js, Ah)
(6h, 9h, Tc, Jc, Kh)
(4s, 5d, 6s, Qs, Kd)
(3c, 5s, 8s, Kc, Ah)
(3s, 6s, 9d, Qs, Qd)
(3h, 6d, 9s, Td, Kh)
(2c, 4d, 7c, 9s, Jd)
(2s, 4c, 6d, 8c, Kc)
(2c, 3c, 7c, 9h, Qc)
(2h, 3c, 4d, Tc, Jh)
(4c, 5h, 8d, 9c, 9s)
(4d, 6h, 8h, 9s, Qc)
(3c, 9s, Qs, Kc, Kd)
(3d, 5c, 7s, Qs, Qc)
(3d, 5h, 6c, 7d, Qd)
(2s, 3c, 3d, Js, Ad)
(2h, 6s, 7d, 9s, Kc)
(2h, 4c, 8d, Kc, As)
(7s, 9c, Tc, Qs, Kd)
(4s, 6c, Jc, Qs, Ks)
(3h, 5h, Ts, Th, Ah)
(2c, 2d, 3c, Td, Th)
(3c, 7s, 9h, Jc, Ah)
(4s, 6c, Tc, Js, Kc)
(3h, 3c, 5s, 7s, Th)
(4c, 8s, 8h, Ts, Qh)
(5d, Jc, Js, As, Ah)
(2h, 3s, 5c, Jc, Ah)
(3h, 8c, 9s, Ts, Jd)
(2s, 5c, 6s, Ts, Js)
(4d, 5d, 9s, Qh, Ac)
(4h, 6s, 8s, Qh, Ac)
(6d, 8h, 9s, Qh, Kc)
(7c, 9s, 9h, Ah, Ad)
(3s, 7s, 8s, 9h, Qh)
(2s, 4d, Td, Qc, Qd)
(9d, Jh, Qs, Ks, Ah)
(2s, 3d, 6h, 6c, Kd)
(3h, 6s, 8d, Th, Ad)
(2h, 5d, 5h, 8s, Tc)
(2c, 7d, 8c, Kc, Ah)
(5s, 8c, 8s, Tc, Kc)
(4d, 6s, Ts, Ah, Ac)
(6s, 7s, Qh, Qd, As)
(2s, 3c, 7h, Th, Qh)
(3c, 5c, 6c, 7h, Ac)
(2d, Js, Qs, Qh, Kd)
(4s, 9s, Kh, Kd, As)
(3h, 3c, 7d, 8h, Qs)
(5c, 8s, 8h, 9c, Qh)
(3c, 9d, Ts, Js, Ac)
(3s, 5s, 6h, Js, Qs)
(2d, 4h, 7d, Qd, Ad)
(6d, 7c, 7s, 8c, Qs)
(2s, 5d, 6s, 7h, Kc)
(5h, 7d, 9h, Jh, Kh)
(2s, 2h, 4s, 8d, Ts)
(4c, 4d, 8d, Jh, Qh)
(2c, 4s, 4h, 8s, Kd)
(3d, 3c, 9s, Kd, Ad)
(2c, 4d, 8d, Qs, Ah)
(8h, Qc, Kd, Ac, Ad)
(2h, 9h, Jd, Kc, Ac)
(4d, 8c, 9s, Ts, Ad)
(2s, 3h, 5c, 7s, 8s)
(3d, 3c, 5d, 6d, Ah)
(2s, 4d, 9d, Kc, Ac)
(2h, 3d, 8c, Qc, As)
(3c, 4s, 5c, 9s, Jc)
(3c, 4d, 8s, Jd, Ah)
(2h, 3c, 6d, 6c, 7s)
(3h, 5s, 7d, 8d, Ad)
(2s, 7s, Ts, Th, Kh)
(5s, 7s, Jc, Qd, Kc)
(2d, 4d, 6s, 9h, Tc)
(2c, 7d, 7c, Jh, Ad)
(3h, 5d, 6s, Jd, Kd)
(6c, 6h, 9s, Jc, Qh)
(6d, 6s, 8d, Qc, Ac)
(2h, 6d, 8c, Qd, Kh)
(Tc, Th, Qd, Qc, Ah)
(3d, 5h, 6s, Th, Ah)
(5d, 9d, Jc, Jh, Ah)
(2c, 2h, 6s, Jd, Kd)
(2s, 5d, 5c, Jc, As)
(3h, 4s, 6s, 7d, 7h)
(3c, 7s, 8s, Ts, As)
(2d, 3h, 5s, Ad, Ah)
(3d, 5s, 7s, Tc, Jc)
(2c, 6h, 7s, 8c, Qs)
(5c, 5h, 6c, Qs, Kd)
(4s, 6c, Tc, Qd, As)
(3c, 6c, 7d, 8c, As)
(2c, 3h, 7d, 8s, Jh)
(3h, 8d, 8h, Jd, Ks)
(3h, 4h, 6h, Jh, Kh)
(3c, 7d, 8s, 9c, Jd)
(5h, 5s, Jh, Kd, Ac)
(6c, 6d, Qh, Qs, Ac)
(3h, 4c, 6c, Kh, Ac)
(2c, 5c, 7s, 9h, Ks)
(2h, 8d, Js, Ks, Ad)
(2s, 4c, 6d, Tc, Ah)
(4s, 6s, 9h, Th, Jd)
(4d, 6s, 6h, 8d, Ad)
(9h, Js, Qd, Qc, Kd)
(3c, 3d, 4c, 8s, Td)
(4s, 6h, 6c, Th, Jh)
(3s, 5s, 6d, 7d, Js)
(4s, 5h, 7s, 8c, Ad)
(4d, 6h, 7d, Kh, Kc)
(2s, 3s, 9s, Qc, Kh)
(3c, 4c, 7d, Td, Qs)
(5c, 7d, 8h, Td, Ks)
(5c, 6s, 9d, Qh, Qc)
(4d, 4c, 6h, 7d, 8s)
(7c, 8s, 8c, Kd, Ah)
(2s, 5s, 7s, Qd, Kd)
(3h, 6s, 6c, 8s, Td)
(2h, 9d, Ts, Kc, As)
(3s, 5c, 8h, Tc, Kd)
(5s, 9c, 9s, 9d, Ks)
(4c, 5c, Qd, Qs, Ks)
(8h, Ts, Qs, Ks, Ad)
(2h, 5d, 6s, Js, Qs)
(3s, 3h, 4s, 4d, Td)
(2d, 3c, 4s, 5h, Js)
(7d, 8c, Jh, Kh, Ks)
(3s, 5s, 8d, Ts, Th)
(2s, 3d, 3c, 7s, 9h)
(3s, 8s, Js, Kc, Kd)
(2d, 2c, 4s, Tc, Ks)
(8h, 9h, Tc, Th, Kh)
(3s, 4d, 6h, 9c, Kh)
(6d, 6h, 7h, Ts, Kh)
(7h, 9c, Td, Js, Qc)
(5d, Tc, Jh, Qs, Kh)
(3s, 6d, 6c, 9h, As)
(7c, 8d, 9d, Tc, Kd)
(3d, 3c, 4c, Ts, Js)
(9h, Ts, Jh, Kd, Ks)
(5s, Td, Qc, Kc, Kh)
(6c, 6h, 8s, Td, Ts)
(3c, 5d, 5c, Tc, Qc)
(3c, 4d, 4c, Jh, Qh)
(5c, 6d, 7d, 7s, 9h)
(2s, 3d, 4d, 7s, 8h)
(6c, Ts, Qs, Kh, Ac)
(2h, 3d, 5d, 7h, Ks)
(4s, 4c, 6c, Td, Qh)
(3d, 4d, Ts, Jh, Ah)
(2s, 3d, 8s, 8h, Tc)
(2s, 2h, 9d, Qc, Ac)
(4s, 7s, 8c, Th, Jc)
(5c, 6d, 7c, Qh, As)
(4d, 5h, Td, Js, Qd)
(6c, 8c, Th, Jd, As)
(3h, 5s, 7s, Td, Ad)
(3s, 7c, 9s, Qh, Ad)
(4s, 4h, 8s, Th, Qc)
(5d, 6s, 8h, Jc, Ks)
(4d, 7s, Qs, Qh, As)
(5c, 6c, 7s, 9s, Ah)
(3h, 7d, 9s, Qs, Kh)
(2h, 4s, 7c, 8s, 8d)
(2c, 3d, 7s, 8s, Ah)
(4s, 4h, 7h, 9h, Kd)
(2c, 3s, 6d, Qc, Kd)
(2h, 3s, 5d, 6h, 9h)
(2s, 6h, 9c, Jd, As)
(3d, 3s, 6s, Qd, Ah)
(5c, 6c, 9d, Jc, Kc)
(2h, 4s, 7s, 8d, Ah)
(2h, 6d, Qd, Qs, Kd)
(2d, 4h, 4d, 7s, Qc)
(4s, 8d, 9d, 9h, Ks)
(2s, 3s, 7s, Qh, Qs)
(2d, 2h, 8h, Kd, Ah)
(2d, 5c, 6h, 6s, Td)
(5c, 5d, Ac, As, Ah)
(5s, 7h, 9c, 9h, Ts)
(4h, 6d, 9d, Ts, Js)
(2h, 3c, 3h, 9s, Td)
(3c, 7c, 8d, Qh, Ah)
(4c, 5h, 6d, 9d, Qd)
(3d, 7d, Ts, Kh, Ac)
(2c, 2h, 5h, Td, Ah)
(2d, 7h, 8c, Js, Ad)
(7d, Tc, Js, Ks, As)
(3h, 4h, 7h, 8c, 9d)
(2s, 2c, 3d, 4h, 6d)
(2s, 6h, 9c, Kc, Kd)
(5d, 7d, 8s, 9d, Qs)
(5h, 7h, 9h, 9c, Jc)
(2c, 6d, 8s, 8h, 9h)
(3s, 4s, 5s, 9c, Ts)
(9d, Th, Kh, As, Ad)
(2c, 6h, 7d, Qd, Ah)
(2s, 3h, 4d, 6c, Ac)
(2d, Jc, Jd, Qc, Qh)
(6d, 7c, 9s, Qs, Ah)
(3s, 4c, 4h, Td, Jh)
(4h, 4s, 8s, 8c, 9s)
(5h, 5s, Qs, Qc, Ac)
(2s, 5c, 6c, 7s, Kd)
(6d, 9h, Ts, Jd, Qs)
(2c, 5d, 7d, 7s, Jc)
(4h, 5c, 8h, Th, Ah)
(4s, 5s, 6h, 6c, Ts)
(2h, 3c, 6c, 7c, 8c)
(2h, 5c, 8h, 9h, Th)
(4c, 7c, 8c, Qd, Ad)
(3d, 5s, 9s, Jd, Kd)
(2s, 6s, 8d, Kh, Ad)
(2d, 2h, Qh, Qs, Kd)
(4h, Js, Qd, Kh, Ac)
(3h, 4h, 4s, 5h, Js)
(8d, Td, Ks, Kh, Kc)
(3s, 4s, 7c, 9s, 9d)
(2s, 3h, 8c, Jc, Jh)
(6d, 9h, Qs, Kh, Ad)
(2c, 4s, 7s, Td, Js)
(2h, 2s, 3s, Jc, Qc)
(2d, 7h, 9s, Kc, Ah)
(2c, 3c, 4c, 6s, 7s)
(2s, 3d, 4h, 5s, 6c)
(2c, 2h, 5c, Jh, Kc)
(5d, 6d, Th, Td, Jh)
(3d, 5s, Th, Js, Qd)
(4c, 4d, 9h, Js, Jc)
(5h, 8d, 9d, Ac, As)
(4d, 4s, 5h, 8s, Qd)
(2c, 5c, 6d, 6s, 8s)
(3h, 5d, 6h, 6s, 6d)
(7h, 9s, Ts, Qh, As)
(5s, 6c, 7c, Js, Qh)
(3s, 6s, Qd, Kh, Ks)
(6c, 9c, Jc, Qh, Qs)
(2d, 5d, 8c, 9d, Jc)
(3c, Ts, Th, Jh, Kh)
(2s, 4c, 4s, 6c, 9d)
(6h, 7s, 9d, Td, Kc)
(2d, 5s, Ts, Jd, Ad)
(5h, Qs, Ks, Kc, Ad)
(2s, 2h, 3s, Jh, Kh)
(3h, 3d, 7d, Ts, Ac)
(3c, 4d, 4c, Tc, Jd)
(4h, 5c, 9s, Td, Qd)
(4h, 5d, 6d, 7s, Ad)
(5h, 5s, 8s, Tc, Ad)
(4s, 5c, 6d, 8s, Ks)
(7s, 8h, 9h, Tc, Ad)
(5d, 7d, 8c, Tc, Ad)
(7c, Js, Kc, Kh, Ks)
(5d, 6s, Th, Jd, Kd)
(9h, Th, Ts, Jd, Ac)
(3s, 7c, Qs, Kc, Ah)
(6c, 9d, Td, Ks, Ad)
(6s, 9c, Qd, Ks, Ah)
(2s, 5d, 7c, 9s, Td)
(4h, 5c, 6s, 9c, Qh)
(7s, Td, Js, Qh, Kc)
(5d, Ts, Js, Qs, Kh)
(4c, Tc, Qd, Qc, Ac)
(5c, 6d, 7s, 8s, Jc)
(2d, 5s, 8s, 9h, Jh)
(8d, 8h, 9s, 9h, Qh)
(3h, 4c, 5c, 7d, Jc)
(2c, 4h, 5c, Jh, Ah)
(3h, 5s, Ts, Tc, As)
(4c, 5c, Tc, Kh, Ad)
(3c, 4d, 5s, 7s, Jc)
(2c, 6d, 8d, Jc, Qc)
(5s, 6c, 9c, Ts, Th)
(2h, 2s, 6d, Kd, Kc)
(5d, 6h, 9s, Js, Kd)
(6c, 8s, Td, Qs, Ac)
(7c, Js, Ks, Kh, Ad)
(3h, 9h, Tc, Ts, Qc)
(2c, 4d, Td, Ks, Kh)
(4c, 7s, Th, Ts, Jc)
(3s, 6c, 6h, 6s, Kc)
(6h, 7c, 9h, Jd, Jh)
(6s, 7d, 9s, Ts, Ks)
(3c, 4s, 7d, 9d, Ac)
(3s, Tc, Ts, Td, Jc)
(3d, 5s, 6d, 7s, Ad)
(4s, 4c, 5s, 9s, Ah)
(4h, 7c, 7d, Td, Qh)
(3d, 7s, 8c, 8h, Th)
(4h, 8d, 8c, Ts, Js)
(2d, 4c, 8c, Qs, Ad)
(3s, 5c, 5s, 8c, 9s)
(2s, 3s, 3h, 6s, Ac)
(3d, 5s, 6d, 9d, Kd)
(2s, 3s, 9c, 9h, Kc)
(5h, 5c, 6h, 6d, Ts)
(2d, 2h, 9d, Tc, Ac)
(2h, 4s, Jc, Js, Qc)
(3d, 5d, 6s, Jh, Ah)
(4h, 7d, 7c, 8c, Qd)
(4d, Jc, Js, Ks, Ah)
(3c, 5s, 9h, 9d, Jh)
(6c, 8d, 9d, Kc, Ac)
(2s, 4h, 8c, Ad, As)
(8h, Tc, Ts, Kc, Ac)
(2h, 6c, 8d, Td, Ac)
(5s, 7c, 7h, 8c, 8s)
(4s, 7d, 8h, 9c, 9d)
(3s, 4s, 7s, 8d, Kh)
(5s, 7s, 7h, 8c, Js)
(6h, 7c, Td, Kh, Ah)
(3d, 5s, 7c, Js, Ac)
(3s, 5s, 9c, Kh, As)
(6c, 9s, Jc, Qd, Ac)
(2s, 3d, 5d, 5h, Kd)
(8s, 9h, Ts, Td, Qc)
(3c, 5s, 7d, 7h, 8c)
(5s, 7d, 8h, Ks, Kd)
(3c, 3h, 5s, 7c, 8s)
(5c, 7d, Td, Kd, Ad)
(2c, 3s, 4c, 5d, Kh)
(3h, 5h, 9c, Kd, Ad)
(3d, 6d, 8c, Th, Jc)
(2h, 4h, 6s, 7d, Jh)
(4s, 5d, 8d, 9c, Jh)
(4c, 4h, 5s, 6d, 7s)
(2s, 5d, 7d, 7c, Td)
(4c, 5h, 7d, Th, Qh)
(2h, 2c, 5c, 6d, Qs)
(2s, 3c, 5s, 7d, 8d)
(3s, 6d, 9h, Th, As)
(4h, 7h, 7s, Td, Ah)
(6s, 8d, 9c, Ks, Ad)
(7s, 8c, 9s, Qd, Kc)
(2c, 2d, 6c, 7c, As)
(5c, 9d, Qh, Kd, Ah)
(6h, 7c, 7d, Td, Jd)
(4d, 5c, 7d, 9h, Qc)
(4c, 7d, 9h, 9d, Td)
(3d, 5d, 6d, 7s, 9h)
(4c, 6s, 7d, Jd, Qs)
(3s, 6h, 6d, 7h, 9h)
(3h, 3d, 5c, Js, Kc)
(3h, 5s, 7h, Js, Qs)
(2h, 2d, 4c, 8h, Tc)
(2s, 3s, 7d, Ac, Ad)
(2s, 4d, 6c, Jh, Jd)
(7h, Tc, Qc, As, Ac)
(2d, 4d, 5s, 6s, 7d)
(2s, 5c, 7c, 9s, Ts)
(3h, 4s, 6h, Tc, Qh)
(5d, 6c, Ts, Jh, As)
(Tc, Td, Ts, Qd, Kd)
(4c, 6s, 7d, 8h, Ah)
(3d, 4c, 9s, Td, Kh)
(3s, Tc, Td, Js, Qd)
(2d, 5h, 6d, Th, Jh)
(2h, 9d, 9c, Qc, Qh)
(3c, 5s, Ts, Td, Kd)
(6h, 6d, 9s, Jc, Kd)
(8c, 9s, Jc, Kd, Ah)
(2s, 7d, 8c, Tc, Jh)
(2c, 2s, 6d, 7d, 8c)
(3d, 4d, 7c, Js, Kd)
(6c, 8s, Jh, Qs, Ah)
(4d, Jd, Qd, Kh, Ah)
(4s, 4c, 6s, Jh, As)
(2d, Tc, Th, Kh, Ah)
(2s, 6d, 7d, Jd, Ad)
(4h, 7h, Ts, Kc, Ac)
(3s, 8d, 9s, Jd, Qs)
(6s, 7s, Tc, Ts, Js)
(3h, 3d, 5c, Qd, Kd)
(2c, 5s, 6c, Jc, Kc)
(2c, 5d, 7s, 9d, Ks)
(4h, 5s, 7s, 8s, Td)
(6c, 9h, Td, Ks, Ad)
(2d, 2s, 6d, 8s, Ad)
(5d, 6h, 6s, 8s, Ad)
(4c, 6d, 7c, Qh, Ad)
(2c, 7d, 8s, Td, Qc)
(2c, 2s, 7h, Qc, Kd)
(3c, 5s, 8h, 9s, Ad)
(8c, 9d, Th, Qs, Ks)
(8h, 9d, 9h, Jd, Qh)
(4c, 5s, 7h, Tc, Qs)
(2h, 5s, 6d, 8c, Qh)
(2d, 6d, 8h, Ks, As)
(5s, 5c, 9s, Qh, As)
(2c, 4d, Ts, Qd, Ac)
(2h, 5h, 7c, 8s, Qd)
(2s, 2c, Th, Jh, Qd)
(5s, 8s, 8c, Tc, Qd)
(2s, 4s, 5s, Js, Qs)
(2s, 9d, 9c, Kd, As)
(6h, 7s, 8d, Jh, Ac)
(3d, 4c, Th, Kd, Kh)
(4h, 5d, 6s, 7c, 9h)
(2d, 3s, 4c, Jd, Kd)
(3h, 4h, 6h, 6d, 7h)
(2d, 4c, 8d, Th, Kh)
(6c, 6d, 7d, Tc, Td)
(2h, 8c, 8s, Ts, Jd)
(2s, 2c, 4d, 7s, Kh)
(3d, 6h, 7c, Jd, Ah)
(3h, Qd, Ks, Ah, Ac)
(2c, 5d, 8s, 9c, Ac)
(2d, 3d, 5h, 6d, 7d)
(4s, 5s, Ts, Th, Kh)
(5d, 7s, 9h, Ts, Jd)
(6s, 7c, 7s, Qs, Kh)
(4c, 7s, 9s, Td, Qh)
(2s, 4c, 4d, 5c, 9h)
(7c, 7h, Tc, Qc, Ad)
(8d, Ts, Jh, Js, Qd)
(2c, 8h, Td, Qs, Qc)
(3s, 3d, 5c, 8d, Qs)
(3c, 6h, Kh, Ah, As)
(2d, Ts, Qs, Kc, Ah)
(9s, Ts, Jd, Qd, Ac)
(2h, 5d, 8c, 9h, Ah)
(2s, 4d, 9c, 9d, Ks)
(4c, 6c, Ts, Qs, Ah)
(3c, 4d, 5h, 6h, 8c)
(4s, 4c, 5s, Kc, Kh)
(2d, 3h, 4d, 7c, 8h)
(2s, 3d, Tc, Th, Jh)
(3d, 5s, 5d, 6c, 6d)
(3h, 9h, Td, Kd, As)
(2d, 2s, 5s, 7h, 9d)
(7c, 9c, Tc, Kc, Ah)
(5c, 6s, 7d, Qh, Kh)
(5s, 8h, 9s, Js, Ks)
(2c, 8c, 9s, Js, Ac)
(2s, 9d, Qd, Kc, Kh)
(2h, 2s, 4c, 8s, Ac)
(5s, 6h, Jd, Qc, Kh)
(7d, Jh, Qc, As, Ad)
